"Александровна",6.3
"Алексеевна",2.14
"Альбертовна",0.38
"Анатольевна",8.31
"Андреевна",0.5
"Антоновна",0.13
"Аркадьевна",0.25
"Борисовна",3.78
"Вадимовна",0.63
"Валентиновна",2.52
"Валерьевна",4.91
"Васильевна",1.76
"Викторовна",10.58
"Витальевна",1.26
"Владимировна",12.59
"Владиславовна",0.5
"Всеволодовна",0.13
"Вячеславовна",4.79
"Геннадьевна",2.89
"Георгиевна",0.5
"Германовна",0.25
"Григорьевна",0.38
"Дмитриевна",0.63
"Евгеньевна",3.65
"Егоровна",0.13
"Ивановна",1.89
"Игоревна",1.51
"Ильинична",0.13
"Константиновна",0.5
"Львовна",1.01
"Леонидовна",1.64
"Максимовна",0.13
"Маратовна",0.13
"Михайловна",2.26
"Николаевна",6.54
"Олеговна",1.39
"Павловна",0.5
"Петровна",1.01
"Робертовна",0.13
"Романовна",0.13
"Рудольфовна",0.13
"Семёновна",0.13
"Сергеевна",1.76
"Станиславовна",0.75
"Степановна",0.25
"Тимуровна",0.13
"Фёдоровна",0.25
"Эдуардовна",0.75
"Юрьевна",6.93
"Яковлевна",0.13
